,supplier_id,sales_growth,profit_margin,normalised_ebita_margin,net_profit_margin,net_worth,working_capital,receivable_day,inventory_days,payable_days,cash_equivalents,current_liabilities,total_debts,net_income,cashflow_stability,is_client_on_CRB,statements_status,economic_sensitivity,capital_intensity,utilization_capacity,market_growth,is_litigation_issues,how_regulated,is_there_competition,how_competitive,how_mature,is_industry_performing,is_industry_risky,are_there_structures,is_business_technical,how_technical,how_managed,is_it_one_man_show,is_there_controls,has_experience,times_supplied_before,st_debt,total_liabilities,current_ratio,interest_expense,equity,total_current_assets,stability,how_diverse,product_substitution,scoring_time
88,89,0.06,0.22,0.77,0.0005,0.37,53555985,76,23,90,32,37,88,87,28,25,84,medium,outstanding,problematic,outstanding,False,outstanding,False,medium,outstanding,False,True,True,False,Daily,Weekly,False,False,False,Weekly,37,0.37,3.6,22.5,37,3.7,problematic,medium,outstanding,2022-07-22 10:51:29.985550
89,90,0.14,0.95,0.85,0.0075,0.34,90380651,67,68,10,39,34,91,66,52,30,63,weak,outstanding,medium,outstanding,False,outstanding,True,problematic,problematic,True,True,False,True,Seldom,Monthly,False,False,False,Monthly,34,0.34,0.4,2.5,34,3.4,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
90,91,0.93,0.02,0.39,0.0029,0.06,50783272,97,73,68,92,6,25,43,14,56,68,medium,high,high,high,True,high,False,medium,high,True,True,True,True,Yearly,Once,False,False,False,Seldom,6,0.06,2.72,17.0,6,0.6,weak,medium,high,2022-07-22 10:51:29.985550
91,92,0.43,0.34,0.96,0.0084,0.44,40206749,54,23,87,13,44,50,53,72,20,29,problematic,medium,problematic,medium,True,medium,False,medium,medium,True,True,True,False,Weekly,Daily,True,True,True,Daily,44,0.44,3.48,21.75,44,4.4,problematic,medium,medium,2022-07-22 10:51:29.985550
92,93,0.42,0.41,1.0,0.0068,0.17,38316626,52,5,44,33,17,57,9,28,36,59,high,outstanding,high,outstanding,True,outstanding,True,high,medium,False,False,False,True,Daily,Weekly,False,True,False,Monthly,17,0.17,1.76,11.0,17,1.7,outstanding,high,medium,2022-07-22 10:51:29.985550
93,94,0.84,0.4,0.94,0.0022,0.41,27549316,92,42,24,72,41,88,84,94,27,18,problematic,problematic,medium,problematic,False,problematic,True,high,medium,True,True,True,False,Daily,Seldom,True,False,True,Monthly,41,0.41,0.96,6.0,41,4.1,outstanding,high,medium,2022-07-22 10:51:29.985550
94,95,0.88,0.38,0.35,0.0045,0.89,36550142,49,69,42,56,89,69,37,67,28,71,weak,outstanding,medium,outstanding,True,outstanding,True,problematic,problematic,True,False,True,False,Yearly,Often,True,False,True,Once,89,0.89,1.68,10.5,89,8.9,problematic,problematic,problematic,2022-07-22 10:51:29.985550
95,96,0.56,0.87,0.63,0.0085,0.84,75955542,33,77,85,24,84,9,73,16,98,87,problematic,outstanding,outstanding,outstanding,False,outstanding,True,problematic,problematic,True,False,False,False,Never,Daily,False,False,False,Weekly,84,0.84,3.4,21.25,84,8.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
96,97,0.08,0.32,0.97,0.0026,0.48,84954289,80,98,51,6,48,46,11,99,51,90,outstanding,problematic,high,problematic,False,problematic,False,medium,problematic,False,False,True,True,Yearly,Monthly,False,False,False,Once,48,0.48,2.04,12.75,48,4.8,problematic,medium,problematic,2022-07-22 10:51:29.985550
97,98,0.24,1.0,0.35,0.0059,0.68,37152655,7,41,31,98,68,99,1,10,75,84,weak,weak,weak,weak,False,weak,False,problematic,problematic,False,False,False,False,Daily,Seldom,False,False,True,Yearly,68,0.68,1.24,7.75,68,6.8,high,problematic,problematic,2022-07-22 10:51:29.985550
98,99,0.19,0.67,0.33,0.0056999999999999,0.47,37889958,71,62,79,73,47,43,95,54,100,36,problematic,weak,outstanding,weak,True,weak,False,medium,problematic,False,False,True,False,Often,Never,True,False,False,Weekly,47,0.47,3.16,19.75,47,4.7,problematic,medium,problematic,2022-07-22 10:51:29.985550
99,100,0.59,0.57,0.84,0.0048,0.76,25133635,5,55,29,99,76,9,63,86,41,68,problematic,problematic,weak,problematic,True,problematic,False,problematic,medium,False,False,True,True,Weekly,Seldom,True,False,False,Seldom,76,0.76,1.16,7.25,76,7.6,weak,problematic,medium,2022-07-22 10:51:29.985550
100,101,0.69,0.39,0.88,0.0063,0.95,5506082,29,45,69,48,95,66,10,17,40,51,high,outstanding,medium,outstanding,True,outstanding,True,problematic,weak,False,True,False,False,Yearly,Monthly,False,True,False,Never,95,0.95,2.76,17.25,95,9.5,problematic,problematic,weak,2022-07-22 10:51:29.985550
101,102,0.07,0.18,0.28,0.0093,0.19,45537617,3,81,78,43,19,15,31,57,65,96,medium,medium,medium,medium,False,medium,True,weak,high,True,False,False,True,Yearly,Monthly,True,True,True,Once,19,0.19,3.12,19.5,19,1.9,problematic,weak,high,2022-07-22 10:51:29.985550
102,103,0.59,0.05,0.11,0.0060999999999999,0.9,7033255,27,55,32,74,90,69,4,5,54,44,outstanding,problematic,outstanding,problematic,True,problematic,True,problematic,weak,False,True,True,True,Daily,Monthly,True,True,False,Seldom,90,0.9,1.28,8.0,90,9.0,weak,problematic,weak,2022-07-22 10:51:29.985550
103,104,0.87,0.37,0.24,0.01,0.33,74044342,6,22,87,44,33,87,52,6,66,12,outstanding,medium,high,medium,True,medium,False,outstanding,weak,True,False,False,False,Yearly,Often,True,False,False,Monthly,33,0.33,3.48,21.75,33,3.3,outstanding,outstanding,weak,2022-07-22 10:51:29.985550
104,105,0.74,0.07,0.77,0.0008,1.0,60024047,43,86,76,14,100,6,71,97,80,60,problematic,problematic,weak,problematic,False,problematic,False,problematic,problematic,True,False,True,True,Daily,Never,True,True,False,Once,100,1.0,3.04,19.0,100,10.0,problematic,problematic,problematic,2022-07-22 10:51:29.985550
105,106,0.83,0.57,0.38,0.0013,0.33,82028206,77,26,55,2,33,46,39,86,3,1,medium,medium,weak,medium,False,medium,True,high,high,False,True,False,True,Often,Seldom,True,True,True,Once,33,0.33,2.2,13.75,33,3.3,problematic,high,high,2022-07-22 10:51:29.985550
106,107,0.53,0.39,0.32,0.003,0.25,81905357,75,72,90,98,25,21,43,8,59,95,problematic,high,high,high,True,high,False,problematic,problematic,True,True,False,True,Monthly,Often,False,True,False,Monthly,25,0.25,3.6,22.5,25,2.5,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
107,108,0.17,0.08,0.84,0.001,0.25,50076212,79,40,79,85,25,2,24,35,63,91,outstanding,high,problematic,high,True,high,True,medium,outstanding,True,False,True,False,Yearly,Yearly,True,False,True,Once,25,0.25,3.16,19.75,25,2.5,problematic,medium,outstanding,2022-07-22 10:51:29.985550
108,109,0.54,0.03,0.4,0.01,0.23,31855167,29,31,13,96,23,97,89,80,97,20,high,medium,outstanding,medium,False,medium,False,problematic,medium,True,False,True,True,Daily,Never,True,True,False,Never,23,0.23,0.52,3.25,23,2.3,problematic,problematic,medium,2022-07-22 10:51:29.985550
109,110,0.72,0.88,0.32,0.0074,0.4,28922958,86,71,10,67,40,34,35,43,66,44,outstanding,weak,high,weak,False,weak,True,problematic,medium,True,True,False,True,Daily,Often,False,False,False,Yearly,40,0.4,0.4,2.5,40,4.0,high,problematic,medium,2022-07-22 10:51:29.985550
110,111,0.18,0.88,0.47,0.0098,0.36,12541642,57,97,58,83,36,14,73,55,62,71,high,weak,high,weak,True,weak,False,problematic,problematic,True,True,True,True,Once,Monthly,True,False,True,Seldom,36,0.36,2.32,14.5,36,3.6,weak,problematic,problematic,2022-07-22 10:51:29.985550
111,112,0.21,0.26,0.45,0.0019,0.91,48787382,65,42,77,22,91,29,52,55,59,52,outstanding,medium,high,medium,False,medium,False,medium,weak,False,False,False,True,Seldom,Often,True,False,False,Never,91,0.91,3.08,19.25,91,9.1,problematic,medium,weak,2022-07-22 10:51:29.985550
112,113,0.28,0.31,0.55,0.004,0.32,23866952,93,4,26,94,32,89,58,92,63,67,outstanding,weak,high,weak,True,weak,False,problematic,problematic,False,False,False,True,Once,Monthly,False,False,True,Monthly,32,0.32,1.04,6.5,32,3.2,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
113,114,0.88,0.33,0.41,0.0023,0.01,27920647,82,37,82,93,1,81,56,34,4,16,medium,high,problematic,high,False,high,True,problematic,problematic,False,False,True,False,Seldom,Yearly,False,True,True,Monthly,1,0.01,3.28,20.5,1,0.1,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
114,115,0.68,0.99,0.75,0.0081999999999999,0.97,56912735,51,22,64,4,97,67,12,74,36,67,weak,weak,problematic,weak,False,weak,True,problematic,problematic,True,True,False,True,Weekly,Often,False,True,False,Once,97,0.97,2.56,16.0,97,9.7,problematic,problematic,problematic,2022-07-22 10:51:29.985550
115,116,0.93,0.96,0.59,0.0029,0.55,69276958,87,95,6,86,55,20,79,78,52,6,outstanding,high,medium,high,True,high,True,problematic,high,False,False,False,False,Monthly,Monthly,True,True,False,Never,55,0.55,0.24,1.5,55,5.5,problematic,problematic,high,2022-07-22 10:51:29.985550
116,117,0.6,0.53,0.25,0.0092,0.04,28042682,61,53,27,43,4,86,98,63,90,39,medium,problematic,weak,problematic,False,problematic,True,medium,problematic,True,True,True,True,Never,Never,True,True,False,Yearly,4,0.04,1.08,6.75,4,0.4,high,medium,problematic,2022-07-22 10:51:29.985550
117,118,0.55,0.07,0.97,0.0056,0.88,75005896,48,59,24,31,88,98,72,12,43,48,high,outstanding,high,outstanding,True,outstanding,False,medium,problematic,False,True,False,True,Monthly,Once,False,False,False,Often,88,0.88,0.96,6.0,88,8.8,problematic,medium,problematic,2022-07-22 10:51:29.985550
118,119,0.87,0.16,0.68,0.0046999999999999,0.97,27610210,72,37,21,11,97,67,22,36,9,74,weak,outstanding,problematic,outstanding,False,outstanding,False,high,problematic,True,False,True,False,Never,Once,True,True,False,Often,97,0.97,0.84,5.25,97,9.7,problematic,high,problematic,2022-07-22 10:51:29.985550
119,120,0.87,0.73,0.49,0.0004,0.88,460594,76,72,81,20,88,52,14,24,91,52,weak,problematic,medium,problematic,True,problematic,False,problematic,problematic,True,False,True,False,Weekly,Seldom,True,True,False,Yearly,88,0.88,3.24,20.25,88,8.8,high,problematic,problematic,2022-07-22 10:51:29.985550
120,121,0.47,0.44,0.97,0.0083,0.35,13082240,78,11,98,92,35,49,94,59,50,5,problematic,medium,high,medium,True,medium,True,problematic,weak,True,True,False,False,Once,Seldom,True,True,False,Yearly,35,0.35,3.92,24.5,35,3.5,high,problematic,weak,2022-07-22 10:51:29.985550
121,122,0.66,0.31,0.5,0.0059,0.04,60905407,25,27,19,36,4,32,91,61,34,80,weak,problematic,problematic,problematic,True,problematic,False,problematic,high,True,False,True,True,Monthly,Daily,False,True,True,Seldom,4,0.04,0.76,4.75,4,0.4,weak,problematic,high,2022-07-22 10:51:29.985550
122,123,0.36,0.01,0.21,0.0089,0.1,96572966,78,69,54,68,10,87,2,100,86,36,weak,high,high,high,False,high,False,outstanding,problematic,False,True,False,True,Monthly,Often,True,True,True,Once,10,0.1,2.16,13.5,10,1.0,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
123,124,0.47,0.13,0.88,0.0052,0.36,7319964,67,22,5,19,36,20,39,79,85,57,problematic,weak,problematic,weak,False,weak,True,problematic,high,False,False,True,False,Monthly,Weekly,True,True,True,Daily,36,0.36,0.2,1.25,36,3.6,problematic,problematic,high,2022-07-22 10:51:29.985550
124,125,0.09,0.24,0.54,0.0083,0.74,22917023,94,32,80,14,74,86,62,46,99,37,outstanding,outstanding,problematic,outstanding,False,outstanding,True,problematic,outstanding,False,False,False,True,Monthly,Daily,True,True,True,Once,74,0.74,3.2,20.0,74,7.4,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
125,126,0.8,0.77,0.14,0.0092,0.85,76973915,57,2,50,6,85,31,40,51,44,42,high,high,high,high,False,high,False,problematic,weak,False,False,True,True,Yearly,Often,True,True,False,Monthly,85,0.85,2.0,12.5,85,8.5,outstanding,problematic,weak,2022-07-22 10:51:29.985550
126,127,0.76,0.03,0.65,0.0084,0.1,47722863,86,37,15,8,10,73,5,27,14,73,high,weak,outstanding,weak,False,weak,True,problematic,problematic,True,False,False,True,Monthly,Monthly,True,False,False,Once,10,0.1,0.6,3.75,10,1.0,problematic,problematic,problematic,2022-07-22 10:51:29.985550
127,128,0.3,0.39,0.22,0.0025,0.88,51983236,86,65,73,82,88,96,44,15,25,38,weak,outstanding,high,outstanding,True,outstanding,False,problematic,problematic,False,False,True,False,Monthly,Never,True,False,True,Seldom,88,0.88,2.92,18.25,88,8.8,weak,problematic,problematic,2022-07-22 10:51:29.985550
128,129,0.83,0.66,0.13,0.0056999999999999,0.26,29462198,4,24,8,8,26,88,61,79,84,38,medium,medium,weak,medium,True,medium,True,medium,problematic,True,True,False,False,Often,Yearly,False,True,False,Daily,26,0.26,0.32,2.0,26,2.6,problematic,medium,problematic,2022-07-22 10:51:29.985550
129,130,0.79,0.11,0.39,0.0086,0.94,57442149,78,56,77,84,94,92,6,63,94,24,high,outstanding,weak,outstanding,True,outstanding,True,outstanding,problematic,True,False,True,True,Once,Once,True,True,False,Once,94,0.94,3.08,19.25,94,9.4,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
130,131,0.68,0.98,0.24,0.0093,0.33,92809746,95,11,5,86,33,55,83,16,13,42,medium,medium,high,medium,True,medium,False,medium,problematic,True,False,False,True,Monthly,Once,False,True,True,Daily,33,0.33,0.2,1.25,33,3.3,problematic,medium,problematic,2022-07-22 10:51:29.985550
131,132,0.34,0.39,0.19,0.0053,0.62,40642443,18,1,83,67,62,22,47,2,22,28,weak,medium,high,medium,True,medium,True,weak,problematic,True,False,True,False,Weekly,Monthly,False,False,False,Daily,62,0.62,3.32,20.75,62,6.2,problematic,weak,problematic,2022-07-22 10:51:29.985550
132,133,0.25,0.17,0.79,0.008,0.52,8888858,90,77,58,81,52,94,35,86,76,9,high,weak,weak,weak,False,weak,True,problematic,problematic,True,False,False,False,Seldom,Yearly,True,True,False,Often,52,0.52,2.32,14.5,52,5.2,problematic,problematic,problematic,2022-07-22 10:51:29.985550
133,134,0.37,0.57,0.93,0.0059,0.15,58098675,44,27,1,13,15,83,64,43,100,4,medium,outstanding,outstanding,outstanding,True,outstanding,True,problematic,problematic,False,True,False,True,Often,Seldom,False,False,False,Often,15,0.15,0.04,0.25,15,1.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
134,135,0.84,0.73,0.44,0.0086,0.56,95474338,41,40,30,7,56,89,1,71,50,68,weak,problematic,problematic,problematic,False,problematic,True,problematic,problematic,False,False,True,False,Often,Yearly,True,True,False,Yearly,56,0.56,1.2,7.5,56,5.6,high,problematic,problematic,2022-07-22 10:51:29.985550
135,136,0.98,0.55,0.27,0.0063,0.58,96474936,9,77,28,52,58,39,8,24,27,22,weak,problematic,outstanding,problematic,True,problematic,False,problematic,problematic,True,True,False,True,Seldom,Weekly,True,False,True,Seldom,58,0.58,1.12,7.0,58,5.8,weak,problematic,problematic,2022-07-22 10:51:29.985550
136,137,0.33,0.7,0.81,0.0031,0.68,73547720,98,100,14,36,68,57,13,57,10,29,medium,high,medium,high,True,high,True,problematic,problematic,True,True,False,False,Daily,Once,True,True,False,Yearly,68,0.68,0.56,3.5,68,6.8,high,problematic,problematic,2022-07-22 10:51:29.985550
137,138,0.5,0.15,0.33,0.0078,0.04,36444878,89,90,36,72,4,39,2,98,55,71,outstanding,medium,medium,medium,False,medium,True,medium,medium,True,True,True,True,Daily,Never,False,False,True,Seldom,4,0.04,1.44,9.0,4,0.4,weak,medium,medium,2022-07-22 10:51:29.985550
138,139,0.73,0.43,0.26,0.002,0.29,55437053,94,96,2,38,29,4,64,36,71,56,weak,medium,outstanding,medium,True,medium,True,problematic,outstanding,True,False,True,True,Monthly,Often,True,True,True,Once,29,0.29,0.08,0.5,29,2.9,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
139,140,0.22,0.23,0.43,0.0034,0.14,86493951,11,44,36,66,14,56,68,64,48,40,problematic,outstanding,weak,outstanding,True,outstanding,False,problematic,weak,True,False,True,True,Seldom,Weekly,False,False,True,Never,14,0.14,1.44,9.0,14,1.4,problematic,problematic,weak,2022-07-22 10:51:29.985550
140,141,0.53,0.18,0.26,0.0016,0.19,29700244,14,58,38,84,19,23,97,3,40,7,high,high,high,high,True,high,True,weak,high,False,False,False,True,Seldom,Daily,True,True,False,Never,19,0.19,1.52,9.5,19,1.9,problematic,weak,high,2022-07-22 10:51:29.985550
141,142,0.99,0.26,0.34,0.0003,0.13,89928199,27,12,44,85,13,72,49,76,65,76,outstanding,problematic,outstanding,problematic,True,problematic,True,problematic,problematic,True,False,True,True,Once,Often,False,False,True,Seldom,13,0.13,1.76,11.0,13,1.3,weak,problematic,problematic,2022-07-22 10:51:29.985550
142,143,0.02,0.76,0.1,0.0098999999999999,0.59,83857652,34,44,7,26,59,86,79,86,93,97,high,medium,medium,medium,False,medium,False,problematic,medium,True,False,True,False,Often,Once,False,True,False,Once,59,0.59,0.28,1.75,59,5.9,problematic,problematic,medium,2022-07-22 10:51:29.985550
143,144,0.01,0.59,0.69,0.0019,0.62,72575454,59,87,78,98,62,1,1,28,25,12,outstanding,weak,weak,weak,True,weak,True,high,medium,False,True,True,False,Never,Daily,False,False,False,Yearly,62,0.62,3.12,19.5,62,6.2,high,high,medium,2022-07-22 10:51:29.985550
144,145,0.65,0.29,0.43,0.0008,0.95,95589189,88,26,81,84,95,83,97,34,77,61,high,weak,high,weak,True,weak,False,problematic,high,False,False,True,False,Seldom,Never,True,False,False,Often,95,0.95,3.24,20.25,95,9.5,problematic,problematic,high,2022-07-22 10:51:29.985550
145,146,0.5,0.9,0.47,0.0045,0.73,45329570,64,22,89,93,73,65,2,58,1,1,high,problematic,problematic,problematic,True,problematic,False,medium,problematic,True,True,True,False,Never,Weekly,True,False,False,Seldom,73,0.73,3.56,22.25,73,7.3,weak,medium,problematic,2022-07-22 10:51:29.985550
146,147,0.52,0.54,0.41,0.0032,0.92,19491949,81,90,51,46,92,62,59,40,79,62,high,weak,weak,weak,False,weak,False,high,high,False,True,False,False,Monthly,Monthly,False,True,True,Yearly,92,0.92,2.04,12.75,92,9.2,high,high,high,2022-07-22 10:51:29.985550
147,148,0.5,0.12,0.92,0.0077,0.29,48072105,100,9,74,87,29,93,99,64,52,56,high,high,problematic,high,True,high,True,problematic,problematic,False,False,True,True,Weekly,Once,True,False,False,Never,29,0.29,2.96,18.5,29,2.9,problematic,problematic,problematic,2022-07-22 10:51:29.985550
148,149,0.09,0.93,0.95,0.0069,0.65,34388831,7,51,63,72,65,66,51,83,3,59,outstanding,problematic,high,problematic,True,problematic,False,outstanding,weak,False,True,True,True,Weekly,Daily,True,False,False,Often,65,0.65,2.52,15.75,65,6.5,problematic,outstanding,weak,2022-07-22 10:51:29.985550
149,150,0.38,0.48,0.42,0.0074,0.69,22509830,94,71,11,98,69,20,86,79,50,32,problematic,medium,high,medium,True,medium,True,problematic,problematic,True,True,True,False,Once,Weekly,True,False,False,Seldom,69,0.69,0.44,2.75,69,6.9,weak,problematic,problematic,2022-07-22 10:51:29.985550
150,151,0.36,0.12,0.6,0.0089,0.38,63406048,95,2,25,1,38,31,47,86,74,99,medium,medium,high,medium,False,medium,True,medium,problematic,True,True,False,True,Weekly,Daily,True,False,False,Never,38,0.38,1.0,6.25,38,3.8,problematic,medium,problematic,2022-07-22 10:51:29.985550
151,152,0.16,0.05,0.13,0.0012,0.61,63782641,98,21,67,83,61,88,89,45,75,34,outstanding,medium,problematic,medium,True,medium,True,outstanding,outstanding,False,False,True,True,Yearly,Yearly,True,False,True,Yearly,61,0.61,2.68,16.75,61,6.1,high,outstanding,outstanding,2022-07-22 10:51:29.985550
152,153,0.82,0.13,0.66,0.0053,0.47,85903978,92,37,54,16,47,63,25,45,67,98,medium,weak,medium,weak,True,weak,True,problematic,high,False,False,False,True,Often,Daily,True,True,False,Monthly,47,0.47,2.16,13.5,47,4.7,outstanding,problematic,high,2022-07-22 10:51:29.985550
153,154,0.64,0.15,0.47,0.0098,0.03,40440984,81,36,42,10,3,1,55,53,20,34,high,weak,high,weak,True,weak,False,problematic,weak,False,False,False,False,Daily,Weekly,True,False,False,Monthly,3,0.03,1.68,10.5,3,0.3,outstanding,problematic,weak,2022-07-22 10:51:29.985550
154,155,0.67,0.61,0.48,0.008,0.3,1616599,75,17,62,72,30,27,75,37,78,41,medium,high,medium,high,False,high,False,weak,problematic,False,False,True,False,Seldom,Monthly,False,True,False,Monthly,30,0.3,2.48,15.5,30,3.0,outstanding,weak,problematic,2022-07-22 10:51:29.985550
155,156,0.08,0.19,0.31,0.0079,0.24,1826868,59,8,35,48,24,55,93,76,63,91,high,high,high,high,False,high,False,problematic,outstanding,False,False,False,True,Daily,Seldom,True,False,True,Never,24,0.24,1.4,8.75,24,2.4,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
156,157,0.13,0.03,0.03,0.0076,0.63,36140951,94,23,74,24,63,60,38,33,54,22,problematic,medium,problematic,medium,False,medium,False,problematic,problematic,True,True,False,True,Often,Daily,True,True,True,Monthly,63,0.63,2.96,18.5,63,6.3,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
157,158,0.75,0.4,0.57,0.0014,0.13,99149111,75,29,36,67,13,15,29,55,39,7,high,high,weak,high,True,high,True,high,problematic,False,False,False,False,Yearly,Daily,True,True,False,Often,13,0.13,1.44,9.0,13,1.3,problematic,high,problematic,2022-07-22 10:51:29.985550
